filepaths,labels
flowers\dandelion\16582626943_c4cba3e0e0_c.jpg.npy,dandelion
flowers\dandelion\793b5849101913563d721dd68fea6ad8.jpg.npy,dandelion
flowers\rose\4801606259_eea2bd8c4f_c.jpg.npy,rose
flowers\dandelion\40376996111_fb90325470_c.jpg.npy,dandelion
flowers\dandelion\34540904752_ae86e5f6ce_n.jpg.npy,dandelion
flowers\daisy\721595842_bacd80a6ac.jpg.npy,daisy
flowers\tulip\56854e0d6b1b4ee6da719d302505643c.jpg.npy,tulip
flowers\dandelion\127683880_98e7e87bf1_c.jpg.npy,dandelion
flowers\sunflower\15241052342_466b38b68d.jpg.npy,sunflower
flowers\sunflower\7551851762_bfdd956bb8_c.jpg.npy,sunflower
flowers\daisy\22.jpg.npy,daisy
flowers\sunflower\c91bd3a5b8.jpg.npy,sunflower
flowers\dandelion\5797606814_ccac615312_m.jpg.npy,dandelion
flowers\rose\rose-flower-wedding-14582653.jpg.npy,rose
flowers\tulip\11664222204_cf67d42ce5_c.jpg.npy,tulip
flowers\sunflower\200557983_10a88672fc.jpg.npy,sunflower
flowers\dandelion\10617191174_9a01753241_n.jpg.npy,dandelion
flowers\tulip\dcc211908c07a1db5e56904c5e4b7a87.jpg.npy,tulip
flowers\rose\9174631512_3431be9fa6_c.jpg.npy,rose
flowers\sunflower\20410697750_c43973d1eb.jpg.npy,sunflower
flowers\dandelion\18587334446_ef1021909b_n.jpg.npy,dandelion
flowers\daisy\daisy-flowers-close-up-13832957.jpg.npy,daisy
flowers\dandelion\3358403988_2232a9fb73_c.jpg.npy,dandelion
flowers\sunflower\ce96459c-11b7-43c3-aae4-3daa6af1e8fa_1140x641.jpg.npy,sunflower
flowers\dandelion\6913145236_fb27bd234c_c.jpg.npy,dandelion
flowers\sunflower\44.jpg.npy,sunflower
flowers\daisy\image_06215.jpg.npy,daisy
flowers\dandelion\8929523512_c87897b84e.jpg.npy,dandelion
flowers\daisy\14523675369_97c31d0b5b_jpg.rf.9881161f48b225f69907318a9cbfe3a3.jpg.npy,daisy
flowers\tulip\8f28f6d3cccf658d06480c6aafd4bfd9.jpg.npy,tulip
flowers\daisy\10172379554_b296050f82_n_jpg.rf.ab8f14fde6cdbc0851b8a238b4e73c36.jpg.npy,daisy
flowers\dandelion\0.jpg.npy,dandelion
flowers\dandelion\15219268336_f2460fca88_m.jpg.npy,dandelion
flowers\rose\16152205512_9d6cb80fb6.jpg.npy,rose
flowers\dandelion\image_06315.jpg.npy,dandelion
flowers\daisy\image_02247.jpg.npy,daisy
flowers\tulip\5388013398_09a8a0f166_m.jpg.npy,tulip
flowers\dandelion\26464273413_81fdd52d9d_c.jpg.npy,dandelion
flowers\daisy\3beb0a4908ddfcc5ddf79fc39fc06463.jpg.npy,daisy
flowers\tulip\16907559551_05ded87fb2_n.jpg.npy,tulip
flowers\daisy\2538504987_fe524b92a8_n_jpg.rf.b1be8639d4949ba6badd3cf9557b666c.jpg.npy,daisy
flowers\tulip\3558372958_e894eb3a1e_c.jpg.npy,tulip
flowers\sunflower\44079668_34dfee3da1_n.jpg.npy,sunflower
flowers\tulip\2103628987_35cca218f8_c.jpg.npy,tulip
flowers\sunflower\14700058108_c9db151dc7_c.jpg.npy,sunflower
flowers\dandelion\9029297232_de50698e2f_n.jpg.npy,dandelion
flowers\tulip\4446180727_2fec55d8d0_c.jpg.npy,tulip
flowers\sunflower\3a2e5761f2.jpg.npy,sunflower
flowers\sunflower\ff6fcc30e7.jpg.npy,sunflower
flowers\daisy\16910dceae.jpg.npy,daisy
flowers\rose\pink-roses-13134343.jpg.npy,rose
flowers\rose\2a96d92afc.jpg.npy,rose
flowers\dandelion\41823415195_ba3bced9e8_c.jpg.npy,dandelion
flowers\daisy\15327813273_06cdf42210.jpg.npy,daisy
flowers\sunflower\shutterstock_1260151591Optimized.jpg.npy,sunflower
flowers\sunflower\7535827902_40b0251617_c.jpg.npy,sunflower
flowers\sunflower\4179949144_a3fdb40f4d_c.jpg.npy,sunflower
flowers\daisy\ecf0fe17dd.jpg.npy,daisy
flowers\sunflower\302f06b59c.jpg.npy,sunflower
flowers\sunflower\4933229479_c1708bd503.jpg.npy,sunflower
flowers\rose\17449165090_dfb27af360_n.jpg.npy,rose
flowers\sunflower\7ed77fbd00.jpg.npy,sunflower
flowers\sunflower\7466719804_88ecefb4ab_c.jpg.npy,sunflower
flowers\sunflower\4528959364_fa544b0f4e_m.jpg.npy,sunflower
flowers\rose\red-roses-18158705.jpg.npy,rose
flowers\sunflower\b49a150392.jpg.npy,sunflower
flowers\daisy\10555749515_13a12a026e.jpg.npy,daisy
flowers\sunflower\3f98c163-ce42-4fef-80dd-5d0496552844-DSC00543.jpg.npy,sunflower
flowers\dandelion\6999347920_6bc43c1f65_c.jpg.npy,dandelion
flowers\tulip\126818253_4e4beb597b_c.jpg.npy,tulip
flowers\dandelion\18588097534_f60752313c_c.jpg.npy,dandelion
flowers\sunflower\Helianthus940x627.jpg.npy,sunflower
flowers\sunflower\6061177447_d8ce96aee0.jpg.npy,sunflower
flowers\dandelion\41211635414_74534804d1_c.jpg.npy,dandelion
flowers\rose\23891005905_17ce9e6936.jpg.npy,rose
flowers\daisy\image_02313.jpg.npy,daisy
flowers\tulip\6db95a54e1.jpg.npy,tulip
flowers\rose\2435039655_a231c16b84_c.jpg.npy,rose
flowers\daisy\33911247013_82a1acfcea_n_jpg.rf.1877dd5a3c7b37e2eef67284a14e809b.jpg.npy,daisy
flowers\sunflower\7683723710_1c967e92a4_c.jpg.npy,sunflower
flowers\daisy\8671824531_64b816949e_m.jpg.npy,daisy
flowers\dandelion\6.jpg.npy,dandelion
flowers\sunflower\29884203346_47db74fb82_c.jpg.npy,sunflower
flowers\tulip\8850735319_674610bb0f_c.jpg.npy,tulip
flowers\dandelion\15958819455_952ec3511a_c.jpg.npy,dandelion
flowers\tulip\181e018e5ddc36489276ce2356d3342b.jpg.npy,tulip
flowers\daisy\9161647994_e39b65cb9c_n_jpg.rf.32b8fa05cbf4bafcc4d33279920264a3.jpg.npy,daisy
flowers\sunflower\5437996076_cf7e2ac32e_n.jpg.npy,sunflower
flowers\sunflower\be641677ef.jpg.npy,sunflower
flowers\dandelion\5886830036_2b99899c95.jpg.npy,dandelion
flowers\tulip\998d90de9f.jpg.npy,tulip
flowers\dandelion\886d0d4319.jpg.npy,dandelion
flowers\sunflower\1556267499.jpg.npy,sunflower
flowers\sunflower\30293903528_eebe227f6a_c.jpg.npy,sunflower
flowers\daisy\image_02237.jpg.npy,daisy
flowers\sunflower\summer-sunflower-585877.jpg.npy,sunflower
flowers\sunflower\6626154911_849bf30140_c.jpg.npy,sunflower
flowers\tulip\spring-tulip-flower-background-19950485.jpg.npy,tulip
flowers\rose\16413603897_8b583f366a_c.jpg.npy,rose
flowers\sunflower\15108515192_f686dce398_n.jpg.npy,sunflower
flowers\dandelion\2608937632_cfd93bc7cd.jpg.npy,dandelion
flowers\daisy\14264136211_9531fbc144_jpg.rf.a6a50a042b2324ec2bbc255c9b2e2405.jpg.npy,daisy
flowers\dandelion\ff5faeaa6d.jpg.npy,dandelion
flowers\dandelion\18276105805_d31d3f7e71.jpg.npy,dandelion
flowers\sunflower\15683877266_42e0fe3782_n.jpg.npy,sunflower
flowers\sunflower\19486540708_83f9955c9d_c.jpg.npy,sunflower
flowers\sunflower\35252211281_65856433a3_c.jpg.npy,sunflower
flowers\daisy\10e2eeb474.jpg.npy,daisy
flowers\dandelion\8989067485_aab399460b_n.jpg.npy,dandelion
flowers\sunflower\CATID-3710_Sunflowers.jpg.npy,sunflower
flowers\dandelion\2919434989_d07917ef0d_c.jpg.npy,dandelion
flowers\dandelion\36.jpg.npy,dandelion
flowers\sunflower\sunflower-blue-sky-cloud-3998258.jpg.npy,sunflower
flowers\sunflower\images44.jpg.npy,sunflower
flowers\tulip\9048307967_40a164a459_m.jpg.npy,tulip
flowers\tulip\8523133474_d2c0845b54.jpg.npy,tulip
flowers\daisy\20329326505_a777c71cc2_jpg.rf.1f2a807d81c567867a4c9cd70a4d162b.jpg.npy,daisy
flowers\rose\red_rose_and_white_rose_petals_stock_photo_166709.jpg.npy,rose
flowers\daisy\6136947177_47ff445eb4_n.jpg.npy,daisy
flowers\daisy\2536529152_33ef3ee078_n.jpg.npy,daisy
flowers\dandelion\4179187727_6f8ef48318_c.jpg.npy,dandelion
flowers\sunflower\29429430522_b7a22cd3df_n.jpg.npy,sunflower
flowers\dandelion\32558425090_d6b6e86d85_n.jpg.npy,dandelion
flowers\tulip\db09542127b6dc0d6b0f66f701eae4af.jpg.npy,tulip
flowers\tulip\19ef1ec203.jpg.npy,tulip
flowers\dandelion\27096320922_711a54fa32_c.jpg.npy,dandelion
flowers\rose\17630684996_9bfdac3795_c.jpg.npy,rose
flowers\dandelion\34694287966_43ce068108_n.jpg.npy,dandelion
flowers\sunflower\41588018980_a1c34cb58d_c.jpg.npy,sunflower
flowers\tulip\8713389178_66bceb71a8_n.jpg.npy,tulip
flowers\tulip\8687675254_c93f50d8b0_m.jpg.npy,tulip
flowers\sunflower\280px-Sunflower_sky_backdrop.jpg.npy,sunflower
flowers\daisy\summer-daisy-blue-sky-14112998.jpg.npy,daisy
flowers\sunflower\7818435246_664a375c52_c.jpg.npy,sunflower
flowers\rose\35790202023_2f2e34797a_c.jpg.npy,rose
flowers\tulip\8713398614_88202e452e_n.jpg.npy,tulip
flowers\rose\527e3d9cef.jpg.npy,rose
flowers\daisy\34476821002_b6ab77189c_n_jpg.rf.99872a87603a2720891eded420cec9d1.jpg.npy,daisy
flowers\dandelion\15549402199_2890918ddb.jpg.npy,dandelion
flowers\sunflower\1348631330_6bc6acc711_c.jpg.npy,sunflower
flowers\rose\7302931078_30054c1970_n.jpg.npy,rose
flowers\rose\1514530953_a3b5536323_c.jpg.npy,rose
flowers\daisy\2908212142_5437fa67ff_n.jpg.npy,daisy
flowers\dandelion\32924951672_984b44d55e_c.jpg.npy,dandelion
flowers\dandelion\34686041416_e50c8028f9_n.jpg.npy,dandelion
flowers\rose\01e79626fc.jpg.npy,rose
flowers\rose\five-roses-7914010.jpg.npy,rose
flowers\rose\28136760813_0c2b90435d_c.jpg.npy,rose
flowers\daisy\head-gerber-daisy-5177420.jpg.npy,daisy
flowers\sunflower\1061600e54.jpg.npy,sunflower
flowers\tulip\9fb9c01826.jpg.npy,tulip
flowers\dandelion\4625537923_4ec4f56e75_c.jpg.npy,dandelion
flowers\tulip\tulips-10074237.jpg.npy,tulip
flowers\rose\5086249859_d066b37b8a_m.jpg.npy,rose
flowers\rose\a769ba352f.jpg.npy,rose
flowers\tulip\12517756805_56b74be742.jpg.npy,tulip
flowers\tulip\22df44f174479c42f1057ec95a4effa8.jpg.npy,tulip
flowers\dandelion\7132677385_bcbdcc6001.jpg.npy,dandelion
flowers\rose\red-roses-as-frame-white-background-red-roses-as-frame-white-background-valentine-s-card-top-view-copy-space-108937790.jpg.npy,rose
flowers\rose\3873271620_1d9d314f01_n.jpg.npy,rose
flowers\dandelion\5003160931_cf8cbb846f.jpg.npy,dandelion
flowers\rose\image_01164.jpg.npy,rose
flowers\dandelion\7108624753_dc35d90af7_c.jpg.npy,dandelion
flowers\rose\27585549694_dc2b4aca28_c.jpg.npy,rose
flowers\sunflower\1043442695_4556c4c13d_n.jpg.npy,sunflower
flowers\tulip\78a0939eb0.jpg.npy,tulip
flowers\sunflower\5998488415_a6bacd9f83.jpg.npy,sunflower
flowers\dandelion\27314468298_1f98b07770_c.jpg.npy,dandelion
flowers\dandelion\5607256228_2294c201b3.jpg.npy,dandelion
flowers\dandelion\14019781123_ea0f8722d4_n.jpg.npy,dandelion
flowers\daisy\0e27bc44d1.jpg.npy,daisy
flowers\dandelion\2609662868_a1bcd09faf_c.jpg.npy,dandelion
flowers\dandelion\dandelion-seeds-blown-sky-24160547.jpg.npy,dandelion
flowers\tulip\5c712d08f5.jpg.npy,tulip
flowers\sunflower\35c1b82a9eb30f1a375a8385a27db121.jpg.npy,sunflower
flowers\rose\18416929922_cb43760d63_c.jpg.npy,rose
flowers\tulip\8680140578_0fe2422db4_c.jpg.npy,tulip
flowers\daisy\16482676953_5296227d40_n.jpg.npy,daisy
flowers\dandelion\14554897292_b3e30e52f2.jpg.npy,dandelion
flowers\tulip\7166640338_46b15d9ec8_n.jpg.npy,tulip
flowers\tulip\a7952ab7635173f2cdf0bbe4e6366cdf.jpg.npy,tulip
flowers\daisy\stages-growth-flowering-daisy-green-grass-background-life-transformation-concept-107868894.jpg.npy,daisy
flowers\sunflower\34572755322_b43e90cae2_n.jpg.npy,sunflower
flowers\daisy\4276898893_609d11db8b.jpg.npy,daisy
flowers\dandelion\5733004219_a0ba411bfa_n.jpg.npy,dandelion
flowers\sunflower\7835243982_388eca3c89_c.jpg.npy,sunflower
flowers\sunflower\1133681213_bd66664304_c.jpg.npy,sunflower
flowers\tulip\4571353297_5634177744_n.jpg.npy,tulip
flowers\dandelion\image_06342.jpg.npy,dandelion
flowers\dandelion\7295618968_c08a326cc1_m.jpg.npy,dandelion
flowers\daisy\11023277956_8980d53169_m.jpg.npy,daisy
flowers\daisy\10555815624_dc211569b0.jpg.npy,daisy
flowers\sunflower\15218421476_9d5f38e732_m.jpg.npy,sunflower
flowers\rose\bunch-yellow-roses-96318.jpg.npy,rose
flowers\sunflower\9309473873_9d62b9082e.jpg.npy,sunflower
flowers\sunflower\6228414996_9a460ec91e_c.jpg.npy,sunflower
flowers\rose\red-roses-3825379.jpg.npy,rose
flowers\sunflower\image_05452.jpg.npy,sunflower
flowers\tulip\5674695558_61397a1584.jpg.npy,tulip
flowers\daisy\gerbera-daisy-16989741.jpg.npy,daisy
flowers\tulip\row-tulips-38186749.jpg.npy,tulip
flowers\tulip\13219123955_aa8f8cbd96_c.jpg.npy,tulip
flowers\dandelion\43836195440_8a0de088e6_c.jpg.npy,dandelion
flowers\dandelion\6994938270_bf51d0fe63.jpg.npy,dandelion
flowers\daisy\daisy-bellis-perennis-19571547.jpg.npy,daisy
flowers\sunflower\15122112402_cafa41934f.jpg.npy,sunflower
flowers\tulip\8614237582_74417799f4_m.jpg.npy,tulip
flowers\tulip\16421127092_e1d4d5f744_c.jpg.npy,tulip
flowers\sunflower\sunflower-27554220.jpg.npy,sunflower
flowers\daisy\4561871220_47f420ca59_m_jpg.rf.1db914a999479ebf919302595dfbc6ed.jpg.npy,daisy
flowers\tulip\928566789_f5664b597d_c.jpg.npy,tulip
flowers\daisy\c17647f2a1.jpg.npy,daisy
flowers\tulip\3452300687_5e0522f886_c.jpg.npy,tulip
flowers\daisy\grass-daisy-11890134.jpg.npy,daisy
flowers\rose\8694821449_0d2c418f8e_c.jpg.npy,rose
flowers\sunflower\sunflower-field-5825424.jpg.npy,sunflower
flowers\rose\125486946_73427d049e_c.jpg.npy,rose
flowers\sunflower\images6.jpg.npy,sunflower
flowers\daisy\f80c352456.jpg.npy,daisy
flowers\daisy\19ad74862b.jpg.npy,daisy
flowers\dandelion\29157239893_f43793c697_n.jpg.npy,dandelion
flowers\dandelion\2480853696_aacdbb5324.jpg.npy,dandelion
flowers\sunflower\3854826793_0c397f7c4c_c.jpg.npy,sunflower
flowers\tulip\4568648142_654e89db97_c.jpg.npy,tulip
flowers\daisy\image_06238.jpg.npy,daisy
flowers\rose\roses-6964375.jpg.npy,rose
flowers\rose\8367861962_bb3c23a44c_c.jpg.npy,rose
flowers\rose\5500890705_e574b84ecd_c.jpg.npy,rose
flowers\dandelion\17243540220_65b98eb926_n.jpg.npy,dandelion
flowers\dandelion\4581969902_a13b0a7855_c.jpg.npy,dandelion
flowers\rose\image_01179.jpg.npy,rose
flowers\sunflower\27983184442_a1176cb925_c.jpg.npy,sunflower
flowers\sunflower\sunflower-bees-large-open-collecting-pollen-blue-sky-misty-clouds-background-42341344.jpg.npy,sunflower
flowers\daisy\4413849849_b8d2f3bcf1_n_jpg.rf.119dde2109d34f539c3ec08fde73ef92.jpg.npy,daisy
flowers\sunflower\sunflower-field-windmill-28615427.jpg.npy,sunflower
flowers\sunflower\15241431045_65201cf15a_n.jpg.npy,sunflower
flowers\daisy\34682895116_88ef018e83_n.jpg.npy,daisy
flowers\dandelion\13916196427_50a611008f.jpg.npy,dandelion
flowers\daisy\29821115270_eccd3866e1_n_jpg.rf.af248ff869caacb7b777f7d83849cd79.jpg.npy,daisy
flowers\daisy\image_02250.jpg.npy,daisy
flowers\tulip\13514131694_d91da4f4fc.jpg.npy,tulip
flowers\sunflower\13117907313_86c99c6441.jpg.npy,sunflower
flowers\dandelion\4489359360_09db62f825.jpg.npy,dandelion
flowers\sunflower\3917680966_c3ded73742_c.jpg.npy,sunflower
flowers\tulip\2758742012_d3813f2e1a_c.jpg.npy,tulip
flowers\daisy\6910811638_aa6f17df23_jpg.rf.f6a34d201f0ad014d707fbfb8784a4b4.jpg.npy,daisy
flowers\rose\4936724064_61d29114a8_c.jpg.npy,rose
flowers\sunflower\47.jpg.npy,sunflower
flowers\tulip\2397144165_526ace4706_c.jpg.npy,tulip
flowers\daisy\daisy-flower-sky-12463421.jpg.npy,daisy
flowers\sunflower\1244774242_25a20d99a9.jpg.npy,sunflower
flowers\rose\25050937054_635d9728d6_c.jpg.npy,rose
flowers\dandelion\10351092886_7ceca8f675_c.jpg.npy,dandelion
flowers\rose\4921490434_7eb584aa84_c.jpg.npy,rose
flowers\tulip\26098544102_baecd74c8b_c.jpg.npy,tulip
flowers\dandelion\6132275522_ce46b33c33_m.jpg.npy,dandelion
flowers\dandelion\4637491289_5586f2e0db_c.jpg.npy,dandelion
flowers\tulip\8892851067_79242a7362_n.jpg.npy,tulip
flowers\rose\14758554747_f5cfa3356a_c.jpg.npy,rose
flowers\dandelion\5650673453_fd182c4672_c.jpg.npy,dandelion
flowers\sunflower\246103787_46a3443daf_c.jpg.npy,sunflower
flowers\tulip\25896454655_d7c2cb95f6_c.jpg.npy,tulip
flowers\dandelion\5677818408_48c3eccfc3_c.jpg.npy,dandelion
flowers\rose\15312360171_57bde98799_n.jpg.npy,rose
flowers\daisy\3848258315_ed2fde4fb4.jpg.npy,daisy
flowers\sunflower\Filedata635767033788813520.jpg.npy,sunflower
flowers\sunflower\7687673280_8a8c4d2128_c.jpg.npy,sunflower
flowers\tulip\26529315715_42d38dbe70_c.jpg.npy,tulip
flowers\rose\roses-candle-16233954.jpg.npy,rose
flowers\sunflower\4819090178_a39f0de105_c.jpg.npy,sunflower
flowers\tulip\2920135077_92bf1638e9_c.jpg.npy,tulip
flowers\rose\15674450867_0ced942941_n.jpg.npy,rose
flowers\tulip\red-tulips-14561389.jpg.npy,tulip
flowers\sunflower\24459548_27a783feda.jpg.npy,sunflower
flowers\sunflower\14950351877_10ab5b44aa_c.jpg.npy,sunflower
flowers\dandelion\6400843175_ef07053f8f_m.jpg.npy,dandelion
flowers\dandelion\14362539701_cf19e588ca.jpg.npy,dandelion
flowers\sunflower\grow-sunflowers_0-768x480.jpg.npy,sunflower
flowers\rose\29e1b86566.jpg.npy,rose
flowers\daisy\image_06232.jpg.npy,daisy
flowers\dandelion\155753732_4cc289cd53_c.jpg.npy,dandelion
flowers\sunflower\c091b8710f.jpg.npy,sunflower
flowers\tulip\26252479473_a579972746_c.jpg.npy,tulip
flowers\rose\red-roses-bouquet-red-roses-white-wooden-table-114481235.jpg.npy,rose
flowers\dandelion\2674176237_e265ea64cc_n.jpg.npy,dandelion
flowers\rose\white-roses-23314451.jpg.npy,rose
flowers\tulip\4513628479_9859c4f649_c.jpg.npy,tulip
flowers\dandelion\9965757055_ff01b5ee6f_n.jpg.npy,dandelion
flowers\rose\roses-5516469.jpg.npy,rose
flowers\daisy\10437929963_bc13eebe0c.jpg.npy,daisy
flowers\dandelion\3513200808_390f1d63a7_m.jpg.npy,dandelion
flowers\rose\4343828089_6cb38bbca1_c.jpg.npy,rose
flowers\tulip\13724550795_0f9a08e243_c.jpg.npy,tulip
flowers\tulip\2dfb7a1c0a179276e711963eab779574.jpg.npy,tulip
flowers\dandelion\image_06344.jpg.npy,dandelion
flowers\dandelion\17457028309_95514c8d02_n.jpg.npy,dandelion
flowers\daisy\9489270024_1b05f08492_m.jpg.npy,daisy
flowers\daisy\14485782498_fb342ec301.jpg.npy,daisy
flowers\sunflower\16343445461_d97b7b2771_c.jpg.npy,sunflower
flowers\dandelion\8681169825_19a21c6bf5_m.jpg.npy,dandelion
flowers\dandelion\5589864345_b8edab8a33_c.jpg.npy,dandelion
flowers\tulip\485594839_6611e9d5ac_c.jpg.npy,tulip
flowers\rose\99383371_37a5ac12a3_n.jpg.npy,rose
flowers\rose\6b6b04f93a.jpg.npy,rose
flowers\dandelion\7117610713_9ed56287a1_c.jpg.npy,dandelion
flowers\tulip\5735307324_83faf93a25_c.jpg.npy,tulip
flowers\dandelion\6057852407_97f07156ec_c.jpg.npy,dandelion
flowers\sunflower\sunflower-2890469.jpg.npy,sunflower
flowers\daisy\image_02271.jpg.npy,daisy
flowers\daisy\image_06216.jpg.npy,daisy
flowers\tulip\26401433440_154c74f68e_c.jpg.npy,tulip
flowers\tulip\8757486380_90952c5377.jpg.npy,tulip
flowers\rose\6852205845_acb5a6dafa_c.jpg.npy,rose
flowers\daisy\daisy-flower-14267311.jpg.npy,daisy
flowers\rose\b48d534ce3.jpg.npy,rose
flowers\tulip\7238901048_60c8688583_c.jpg.npy,tulip
flowers\dandelion\image_06319.jpg.npy,dandelion
flowers\sunflower\41903987204_445ef999d9_c.jpg.npy,sunflower
flowers\daisy\9310226774_d1b8f5d9c9_jpg.rf.8e7b3a9d579162355759233d2c74e22c.jpg.npy,daisy
flowers\tulip\spring-tulips-sunny-rain-9073550.jpg.npy,tulip
flowers\dandelion\46642784245_5fbb1e19a4_c.jpg.npy,dandelion
flowers\sunflower\sunflower-field-crop-common-helianthus-annuus-annual-species-grown-as-crop-its-43083216.jpg.npy,sunflower
flowers\dandelion\751941983_58e1ae3957_m.jpg.npy,dandelion
flowers\daisy\image_02224.jpg.npy,daisy
flowers\dandelion\8129371586_3fbb84def2_c.jpg.npy,dandelion
flowers\dandelion\9c8d1512c2.jpg.npy,dandelion
flowers\rose\roses-background-concept-bouquet-88635484.jpg.npy,rose
flowers\tulip\a20a2ece1f.jpg.npy,tulip
flowers\dandelion\13929827719_e677a69d8c_c.jpg.npy,dandelion
flowers\dandelion\10085758763_1e8ee0ac98_c.jpg.npy,dandelion
flowers\tulip\14046760909_0c73e84a1f_n.jpg.npy,tulip
flowers\dandelion\795134137_a03f8f6a58_c.jpg.npy,dandelion
flowers\dandelion\2509829954_81cff578b1_c.jpg.npy,dandelion
flowers\tulip\3475604861_b7eebcb4aa_c.jpg.npy,tulip
flowers\dandelion\6918170172_3215766bf4_m.jpg.npy,dandelion
flowers\tulip\14071516088_b526946e17_n.jpg.npy,tulip
flowers\dandelion\14494836782_e3eb23e32b_c.jpg.npy,dandelion
flowers\dandelion\3675486971_d4c8683b54_n.jpg.npy,dandelion
flowers\dandelion\39872674970_5cf1b5be9b_c.jpg.npy,dandelion
flowers\rose\image_01147.jpg.npy,rose
flowers\tulip\f9ed77d86d.jpg.npy,tulip
flowers\rose\9560792430_8e91f70b23_c.jpg.npy,rose
flowers\tulip\tulip-flower-close-up-isolated-white-background-30347705.jpg.npy,tulip
flowers\rose\7277189692_a636279f96_c.jpg.npy,rose
flowers\rose\123128873_546b8b7355_n.jpg.npy,rose
flowers\rose\bed-roses-894494.jpg.npy,rose
flowers\rose\15319767030_e6c5602a77_m.jpg.npy,rose
flowers\daisy\f3ccb176c2acd01a9fcd6bd3b6e5ee6b.jpg.npy,daisy
flowers\daisy\34524085651_1f0b7e9497_n.jpg.npy,daisy
flowers\tulip\14014595475_5892fcda51_n.jpg.npy,tulip
flowers\daisy\image_02234.jpg.npy,daisy
flowers\dandelion\18204150090_fb418bbddb.jpg.npy,dandelion
flowers\tulip\19912513252_93d8df17cf_n.jpg.npy,tulip
flowers\daisy\34540113401_b81594e92a_n_jpg.rf.d76884d2c83da4c2bf248ba35ed6eb63.jpg.npy,daisy
flowers\dandelion\451965300_619b781dc9_m.jpg.npy,dandelion
flowers\rose\8903360566_722b9d1fd6_c.jpg.npy,rose
flowers\dandelion\4675287055_5938ed62c4.jpg.npy,dandelion
flowers\sunflower\37200234284_83e301514d_c.jpg.npy,sunflower
flowers\tulip\solar-tulips-illuminated-morning-sun-red-30720479.jpg.npy,tulip
flowers\daisy\pink-daisy-12884476.jpg.npy,daisy
flowers\tulip\5748576959_2156dd8133_c.jpg.npy,tulip
flowers\dandelion\d157e7b96cbed5a3ab453fe4bc8a21e4.jpg.npy,dandelion
flowers\rose\15354595427_032d755b42_c.jpg.npy,rose
flowers\tulip\14061132852_89122de5f9_n.jpg.npy,tulip
flowers\dandelion\2714189370_8e6bc9821c_c.jpg.npy,dandelion
flowers\tulip\6899764606_e6c03f6eea_c.jpg.npy,tulip
flowers\tulip\cd26f5e387fceb5d9b771f8178657f03.jpg.npy,tulip
flowers\daisy\dc416d70cc.jpg.npy,daisy
flowers\tulip\14238880561_7181ccb9fb_n.jpg.npy,tulip
flowers\dandelion\1241011700_261ae180ca.jpg.npy,dandelion
flowers\sunflower\43848342235_0bd192d358_c.jpg.npy,sunflower
flowers\tulip\8617024262_9ea26fe535_c.jpg.npy,tulip
flowers\sunflower\images42.jpg.npy,sunflower
flowers\rose\image_01293.jpg.npy,rose
flowers\sunflower\1467830408_5d0b638a2a_c.jpg.npy,sunflower
flowers\sunflower\20023171462_af8ed78a6e_c.jpg.npy,sunflower
flowers\dandelion\5105834622_f923a7e015_c.jpg.npy,dandelion
flowers\daisy\9094631844_1a6abca29e.jpg.npy,daisy
flowers\tulip\wooden-tulips-example-fine-home-decoration-35621805.jpg.npy,tulip
flowers\tulip\3532616657_d61b4631f5_c.jpg.npy,tulip
flowers\tulip\14087792403_f34f37ba3b_m.jpg.npy,tulip
flowers\daisy\1265350143_6e2b276ec9.jpg.npy,daisy
flowers\dandelion\15308453885_0e1dd55146_c.jpg.npy,dandelion
flowers\tulip\tractors-tulips-2506872.jpg.npy,tulip
flowers\daisy\image_02264.jpg.npy,daisy
flowers\dandelion\5939779086_1e17acc7ea_c.jpg.npy,dandelion
flowers\rose\5487945052_bcb8e9fc8b_m.jpg.npy,rose
flowers\daisy\34531542152_c8ba2e0fea_n.jpg.npy,daisy
flowers\rose\6086968938_142e33dbef_c.jpg.npy,rose
flowers\dandelion\514060189_a51a70bec1_c.jpg.npy,dandelion
flowers\daisy\image_02263.jpg.npy,daisy
flowers\tulip\8521597402_4b6169ba05.jpg.npy,tulip
flowers\daisy\aea2517bb3.jpg.npy,daisy
flowers\sunflower\7855896698_a4583ff7be_c.jpg.npy,sunflower
flowers\dandelion\4275776457_d04b597cfa_n.jpg.npy,dandelion
